Invoice ID,Customer ID,Customer Name,Invoice Type,Status,Invoice Date,Due Date,Available Discount,Amount,Balance Due,Email,Copy Email,Currency,PO Number,Payment Terms,Comments,Discount,Freight,Miscellaneous Cost,Subtotal,Tax Amount,Billing Address Name,Billing Address1,Billing Address2,Billing City,Billing State,Billing Zip,Billing Country,Shipping Address Name,Shipping Address1,Shipping Address2,Shipping City,Shipping State,Shipping Zip,Shipping Country
SVC5030,LEISURET0001,Leisure & Travel Consultants,SERVICE & REPAIR,Outstanding,01/01/2024,11/13/2023,,"$3,923.96",$681.72,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$3,923.96",$0.00,Rodney Lawry,City 123,,Sydney,NSW,2000,Australia,Rodney Lawry,City 123,,Sydney,NSW,2000,Australia
SLS14004,HAMPTONV0001,Hampton Village Eatery,Default,Paid,01/01/2024,11/13/2023,,"$2,728.49",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,549.99",$178.50,Cheryl Miner,234 Hampton Village,,Springfield,IL,62703-1252,USA,Cheryl Miner,234 Hampton Village,,Springfield,IL,62703-1252,USA
SLS1005,ASSOCIAT0001,Associated Insurance Company,Default,Paid,01/01/2024,11/13/2023,,"$1,368.05",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,278.55",$89.50,Dmitry Rodin,Box 3849,,Lincoln,NE,68502-3849,USA,Dmitry Rodin,321 Garden Mall,,Lincoln,NE,68502-3849,USA
SLS8004,DIALDIRE0001,Dial Direct Paging Inc.,Default,Paid,01/01/2024,11/13/2023,,"$1,626.38",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,519.98",$106.40,Ming Zhu,1234 SE Marine,,St. Louis,MO,63155-2343,USA,Ming Zhu,1234 SE Marine,,St. Louis,MO,63155-2343,USA
SVC14006,NATIONAL0001,National Shopping World,Default,Paid,01/01/2024,11/13/2023,,"$12,569.41",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$12,569.41",$0.00,Gary Backer,123 Apple Grove Square,,Indianapolis,IN,46205-2393,USA,Gary Backer,123 Apple Grove Square,,Indianapolis,IN,46205-2393,USA
SLS3012,CENTRALD0001,Central Distributing,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/12/2023,,"$6,073.04","$6,073.04",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$5,675.74",$397.30,Donald Fox,Suite 13,2345 Westwood Dr.,La Crosse,WI,54601-9975,USA,Jason Paul,727 25 St. N,,La Crosse,WI,54601-9975,USA
SLS22001,PACIFICD0001,Pacific Digital,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/12/2023,,"$10,259.58","$10,259.58",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$9,588.39",$671.19,James Tweed,76543 Commerical Street,,Independence,MO,64501,USA,James Tweed,76543 Commerical Street,,Independence,MO,64501,USA
SLS2020,CASTLEIN0001,Castle Inn Resort,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/12/2023,,"$9,189.31","$9,189.31",,,Z-US$,,,,$0.00,$0.00,$0.00,"$8,588.14",$601.17,Helen Cholakis,Box 3873,,Ottawa,ON,K2T 4T2,Canada,Helen Cholakis,234 103 Ave.,,Ottawa,ON,K2T 4T2,Canada
SLS3020,COMMUNIC0001,Communication Connections,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/11/2023,,"$1,929.89",$234.16,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,803.64",$126.25,Accounting,"Place 23, Suite 6",266 Main Ave.,Winnipeg,MB,R3M 2G6,Canada,Bernard Bakke,"Place 123, Suite 3",234 Main Ave,Winnipeg,MB,R3M 2G6,Canada
SVC13003,HEARTLAN0001,Heartland Tower Systems,SERVICE & REPAIR,Outstanding,01/01/2024,11/11/2023,,$588.32,$588.32,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$588.32,$0.00,Jean Thompson,P.O. Box 8392,,Kansas City,MO,64108,USA,John Matthews,9876 Stevens Street,,Kansas City,MO,64108,USA
SVC8001,NOVASYST0001,"Nova Systems, Inc.",Default,Paid,01/01/2024,11/11/2023,,"$1,655.64",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,655.64",$0.00,Fred Wagner,123 W. Nichols Rd,,St. Paul,MN,55104,USA,Fred Wagner,123 W. Nichols Rd,,St. Paul,MN,55104,USA
SVC13005,SSPROPER0001,S & S Properties,Default,Paid,01/01/2024,11/11/2023,,"$1,566.74",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,566.74",$0.00,Kim Lucas,1234 S. Roberts St.,,Detroit,MI,48233-2190,USA,Kim Lucas,1234 S. Roberts St.,,Detroit,MI,48233-2190,USA
SVC12003,OCTAGONM0001,Octagon Marketing Org.,Default,Paid,01/01/2024,11/10/2023,,"$4,566.78",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$4,566.78",$0.00,Dean Johnson,1234 Redwood Trail,,Indianapolis,IN,46206-1099,USA,Dean Johnson,1234 Redwood Trail,,Indianapolis,IN,46206-1099,USA
SVC2005,WORLDENT0001,World Enterprises,SERVICE & REPAIR,Outstanding,01/01/2024,11/09/2023,,"$4,561.29","$2,770.99",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$4,561.29",$0.00,Service Center,987 Office Plaza Drive,,Detroit,MI,48233-4832,USA,Service Center,987 Office Plaza Drive,,Detroit,MI,48233-4832,USA
SVC10000,PLAZAONE0001,Plaza One,Default,Paid,01/01/2024,11/09/2023,,"$1,488.67",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,488.67",$0.00,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA
SLS4027,COMMUNIC0002,Communication Connections,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/08/2023,,"$1,924.56","$1,924.56",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,798.65",$125.91,Accounting,Suite 65,25 Main St,Vancouver,BC,V6C 4D2,Canada,Al Reyko,765 Curtis,,Vancouver,BC,V6C 4D2,Canada
SLS9004,MANCHEST0001,Manchester Suites,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/07/2023,,"$6,609.87","$6,609.87",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$6,177.45",$432.42,,678 W Orange Ave,,Lafayette,IN,47905-5855,USA,,678 W Orange Ave,,Lafayette,IN,47905-5855,USA
SLS4033,COMPUTER0003,Computer Equipment Leasing,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/06/2023,,"$1,499.32",$300.32,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,249.43",$249.89,Joan Swift,123 Churchill Rd,,Sydney,NSW,2000,Australia,Alan Stewart,58 Churchill Rd,,Sydney,NSW,2000,Australia
SVC1001,AARONFIT0001,Aaron Fitz Electrical,SERVICE & REPAIR,Outstanding,01/01/2024,11/06/2023,,"$2,155.79","$2,155.79",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,155.79",$0.00,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
SVC2022,COMPUTER0002,Computers Unlimited,SERVICE & REPAIR,Outstanding,01/01/2024,11/06/2023,,$366.41,$366.41,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$366.41,$0.00,Purchasing,9876 Bernard St.,,Edmonton,AB,T5J 2G5,Canada,Emily Vincent,107 19 St,,Edmonton,AB,T5J 2G5,Canada
SVC1030,COUNTRYV0001,Country View Estates,Default,Paid,01/01/2024,11/06/2023,,$398.73,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$354.43,$44.30,Beth Talbot,123 Albert Ave,,Palmerston North,,,New Zealand,Wes Stevens,22 Patterson St.,,Palmerston North,,,New Zealand
1030,COUNTRYV0001,Country View Estates,Default,Paid,01/01/2024,11/06/2023,,$398.73,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$354.43,$44.30,Beth Talbot,123 Albert Ave,,Palmerston North,,,New Zealand,Wes Stevens,22 Patterson St.,,Palmerston North,,,New Zealand
SLS8003,FOURTHCO0001,Fourth Coffee,Default,Paid,01/01/2024,11/06/2023,,$638.38,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$596.62,$41.76,Bryce Jones,1035 Main Avenue,,Beatrice,NE,68350-1035,USA,John Thompson,345 Industrial Drive,,Beatrice,NE,68350-1035,USA
SVC2002,AMERICAN0002,American Electrical Contractor,Default,Paid,01/01/2024,11/06/2023,,$547.61,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$547.61,$0.00,Sue Almassy-Wicker,3456 North Calumet Avenue,,Iowa City,IA,52240-1827,USA,Sid Watts,849 89 Ave E,,Iowa City,IA,52240-1827,USA
SVC4001,NOVASCOT0001,Novia Scotia Tech. Institute,Default,Paid,01/01/2024,11/06/2023,,$857.45,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$857.45,$0.00,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada
SLS11003,INTERNAT0001,International Mailing Corp.,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/04/2023,,"$1,688.42",$110.46,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,577.96",$110.46,Virginia O'Connell,8765 58th Street West,,St. Louis,MO,63156-5902,USA,Virginia O'Connell,8765 58th Street West,,St. Louis,MO,63156-5902,USA
SLS12008,NORTHSTA0001,Northstar Mall,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/04/2023,,"$11,617.99","$10,867.99",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$10,857.93",$760.06,General Office,5432 Principal Ave.,,Mankato,MN,56001,USA,General Office,5432 Principal Ave.,,Mankato,MN,56001,USA
SLS2003,ATMORERE0001,Atmore Retirement Center,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/04/2023,,"$3,487.10",$867.58,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$3,258.97",$228.13,Jane Donato,567 W 7th St.,,Bloomington,IL,61701-9392,USA,Jane Donato,567 W 7th St.,,Bloomington,IL,61701-9392,USA
SLS10004,SUPERFOO0001,Super Foods Plus,Default,Paid,01/01/2024,11/04/2023,,"$15,589.76",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$14,569.87","$1,019.89",Isaac Frye,6543 N.E. Pusher Rd.,,Detroit,MI,48233-1232,USA,Isaac Frye,6543 N.E. Pusher Rd.,,Detroit,MI,48233-1232,USA
SVC3006,ADAMPARK0001,Adam Park Resort,Default,Paid,01/01/2024,11/04/2023,,"$1,495.93",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,495.93",$0.00,Roberta Masouras,P.O. Box 1391,,Indianapolis,IN,46206-1391,USA,Roberta Masouras,Suite 9876,321 Chestnut Drive,Indianapolis,IN,46206-1391,USA
SLS1016,BREAKTHR0001,Breakthrough Telemarketing,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/03/2023,,"$3,479.75","$3,479.75",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$3,252.10",$227.65,Marie Perry,15 Arbutus St,,Montreal,PQ,H3R 3T2,Canada,Nancy Dutchak,3456 Arbutus St.,,Montreal,PQ,H3R 3T2,Canada
SLS6004,MULTITEC0001,Multitech Office Components,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,11/03/2023,,$670.40,$670.40,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$626.54,$43.86,Sales & Service,1085 Sunlight Place,,Iowa City,IA,52230-1940,USA,Sales & Service,1234 Sunlight Place,,Iowa City,IA,52230-1940,USA
SVC7000,METROPOL0001,Metropolitan Fiber Systems,SERVICE & REPAIR,Outstanding,01/01/2024,11/03/2023,,"$1,257.63","$1,257.63",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,257.63",$0.00,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA
7021,PLACEMAD0001,Place & MacDero Associates,Default,Paid,01/01/2024,11/03/2023,,"$5,581.23",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$5,581.23",$0.00,Phillip Stewart,Box 473,,Calgary,AB,T2P 4G7,Canada,Phillip Stewart,9876 Willingdon,,Calgary,AB,T2P 4G7,Canada
SLS7004,MIDLANDC0001,Midland Construction,Default,Paid,01/01/2024,11/03/2023,,"$1,654.08",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,545.87",$108.21,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA
SLS7001,CRAWFORD0001,"Crawfords, Inc.",Default,Paid,01/01/2024,11/02/2023,,"$5,134.65",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$4,798.74",$335.91,Milton Olmstead,321 Park Drive,,Columbia,MO,65201-3322,USA,Milton Olmstead,321 Park Drive,,Columbia,MO,65201-3322,USA
SVC13002,SSPROPER0001,S & S Properties,Default,Paid,01/01/2024,10/30/2023,,$988.52,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$988.52,$0.00,Kim Lucas,1234 S. Roberts St.,,Detroit,MI,48233-2190,USA,Kim Lucas,1234 S. Roberts St.,,Detroit,MI,48233-2190,USA
SLS9003,MANCHEST0001,Manchester Suites,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/26/2023,,"$4,457.92","$4,457.92",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$4,166.28",$291.64,,678 W Orange Ave,,Lafayette,IN,47905-5855,USA,,678 W Orange Ave,,Lafayette,IN,47905-5855,USA
SLS5005,HOMEFURN0001,Home Furnishings Limited,Default,Paid,01/01/2024,10/25/2023,,"$1,592.74",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,488.54",$104.20,Manuel Le Hoya,234 Heritage Ave.,,Midland,MI,48640-9392,USA,Chris Long Feather,992 12 St W,,Midland,MI,48640-9392,USA
SVC2010,CASTLEIN0001,Castle Inn Resort,Default,Paid,01/01/2024,10/25/2023,,"$3,981.64",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$3,981.64",$0.00,Helen Cholakis,Box 3873,,Ottawa,ON,K2T 4T2,Canada,Helen Cholakis,234 103 Ave.,,Ottawa,ON,K2T 4T2,Canada
SLS4032,COMPUTER0003,Computer Equipment Leasing,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/24/2023,,"$1,045.87",$625.87,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$871.56,$174.31,Joan Swift,123 Churchill Rd,,Sydney,NSW,2000,Australia,Alan Stewart,58 Churchill Rd,,Sydney,NSW,2000,Australia
SLS12001,OCTAGONM0001,Octagon Marketing Org.,Default,Paid,01/01/2024,10/23/2023,,"$1,911.23",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,786.20",$125.03,Dean Johnson,1234 Redwood Trail,,Indianapolis,IN,46206-1099,USA,Dean Johnson,1234 Redwood Trail,,Indianapolis,IN,46206-1099,USA
SVC3011,CENTRALD0001,Central Distributing,Default,Paid,01/01/2024,10/23/2023,,"$3,809.57",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$3,809.57",$0.00,Donald Fox,Suite 13,2345 Westwood Dr.,La Crosse,WI,54601-9975,USA,Jason Paul,727 25 St. N,,La Crosse,WI,54601-9975,USA
SVC9003,PULASKIE0001,Pulaski Enterprises Inc.,Default,Paid,01/01/2024,10/23/2023,,"$13,567.85",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$13,567.85",$0.00,Mary Jo Bancroft,3456 E. Main Parkway,,Duluth,MN,55806,USA,Mary Jo Bancroft,3456 E. Main Parkway,,Duluth,MN,55806,USA
SLS2027,COMPUTER0002,Computers Unlimited,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/21/2023,,"$1,183.35","$1,183.35",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,105.93",$77.42,Purchasing,9876 Bernard St.,,Edmonton,AB,T5J 2G5,Canada,Emily Vincent,107 19 St,,Edmonton,AB,T5J 2G5,Canada
SVC11002,INTERNAT0001,International Mailing Corp.,Default,Paid,01/01/2024,10/21/2023,,$899.65,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$899.65,$0.00,Virginia O'Connell,8765 58th Street West,,St. Louis,MO,63156-5902,USA,Virginia O'Connell,8765 58th Street West,,St. Louis,MO,63156-5902,USA
SVC7020,PLACEMAD0001,Place & MacDero Associates,Default,Paid,01/01/2024,10/21/2023,,"$7,569.37",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$7,569.37",$0.00,Phillip Stewart,Box 473,,Calgary,AB,T2P 4G7,Canada,Phillip Stewart,9876 Willingdon,,Calgary,AB,T2P 4G7,Canada
SLS5033,LEISURET0001,Leisure & Travel Consultants,Default,Paid,01/01/2024,10/20/2023,,"$3,099.75",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,583.12",$516.63,Rodney Lawry,City 123,,Sydney,NSW,2000,Australia,Rodney Lawry,City 123,,Sydney,NSW,2000,Australia
SVC11003,NORTHCOL0001,North College,Default,Paid,01/01/2024,10/19/2023,,"$1,567.88",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,567.88",$0.00,Vivian Lang,Business Office,7654 45 Ave N.,Fort Wayne,IN,46802-3313,USA,Vivian Lang,Business Office,7654 45 Ave N.,Fort Wayne,IN,46802-3313,USA
SLS2001,AMERICAN0002,American Electrical Contractor,Default,Paid,01/01/2024,10/18/2023,,$601.92,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$562.54,$39.38,Sue Almassy-Wicker,3456 North Calumet Avenue,,Iowa City,IA,52240-1827,USA,Sid Watts,849 89 Ave E,,Iowa City,IA,52240-1827,USA
SVC12001,CENTRALI0001,Central Illinois Hospital,Default,Paid,01/01/2024,10/16/2023,,"$12,750.00",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$12,750.00",$0.00,Robert Keith,765 West 24th Street,,Peoria,IL,61601-4542,USA,Robert Keith,765 West 24th Street,,Peoria,IL,61601-4542,USA
SLS12007,NORTHSTA0001,Northstar Mall,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/15/2023,,"$2,295.73","$2,295.73",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,145.54",$150.19,General Office,5432 Principal Ave.,,Mankato,MN,56001,USA,General Office,5432 Principal Ave.,,Mankato,MN,56001,USA
SLS3025,OFFICEDE0001,Office Design Systems Ltd,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/15/2023,,"$1,268.16","$1,268.16",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,185.20",$82.96,Bernard Bakke,Place 123 Suite 3,123 Main Ave.,Winnipeg,MB,R3M 2G6,Canada,Vincent Thorne,945 57 St,,Lethbridge,AB,R3M 2G6,Canada
SVC3021,COMMUNIC0001,Communication Connections,SERVICE & REPAIR,Outstanding,01/01/2024,10/15/2023,,"$7,500.00","$7,500.00",,,Z-US$,,,,$0.00,$0.00,$0.00,"$7,500.00",$0.00,Accounting,"Place 23, Suite 6",266 Main Ave.,Winnipeg,MB,R3M 2G6,Canada,Bernard Bakke,"Place 123, Suite 3",234 Main Ave,Winnipeg,MB,R3M 2G6,Canada
SLS23001,NETWORKS0001,Network Solutions,Default,Paid,01/01/2024,10/15/2023,,"$3,068.12",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,867.40",$200.72,Roseanne Polk,PO Box 2345,,Lake Zurich,IL,60047-1115,USA,Roseanne Polk,PO Box 2345,,Lake Zurich,IL,60047-1115,USA
SLS6002,CENTRALC0001,Central Communications LTD,Default,Paid,01/01/2024,10/15/2023,,"$12,825.24",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$11,986.21",$839.03,Phil Watson,1012 Aukland St. West,Dept. A,Chicago,IL,60601-2333,USA,Mary Weist,2345 Aukland St. West,,Chicago,IL,60601-2333,USA
SLS2031,BOYLESCO0001,Boyle's Country Inn's,Default,Paid,01/01/2024,10/14/2023,,"$6,098.33",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$5,081.94","$1,016.39",Sarah Parnell,1234 Burke,,Melbourne,VIC,3000,Australia,Sarah Parnell,1234 Burke,,Melbourne,VIC,3000,Australia
SVC8002,FOURTHCO0001,Fourth Coffee,Default,Paid,01/01/2024,10/14/2023,,$218.31,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$218.31,$0.00,Bryce Jones,1035 Main Avenue,,Beatrice,NE,68350-1035,USA,John Thompson,345 Industrial Drive,,Beatrice,NE,68350-1035,USA
SVC14005,NATIONAL0001,National Shopping World,Default,Paid,01/01/2024,10/14/2023,,"$9,645.19",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$9,645.19",$0.00,Gary Backer,123 Apple Grove Square,,Indianapolis,IN,46205-2393,USA,Gary Backer,123 Apple Grove Square,,Indianapolis,IN,46205-2393,USA
SLS10002,SUPERFOO0001,Super Foods Plus,Default,Paid,01/01/2024,10/13/2023,,"$8,521.79",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$7,964.29",$557.50,Isaac Frye,6543 N.E. Pusher Rd.,,Detroit,MI,48233-1232,USA,Isaac Frye,6543 N.E. Pusher Rd.,,Detroit,MI,48233-1232,USA
SVC11006,MARGIEST0001,Margie's Travel,Default,Paid,01/01/2024,10/13/2023,,"$3,370.52",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$3,370.52",$0.00,Ruth Hunter,6789 82 Ave S.,,Minneapolis,MN,55402-1249,USA,Ruth Hunter,6789 82 Ave S.,,Minneapolis,MN,55402-1249,USA
SVC4005,ASTORSUI0001,Astor Suites,Default,Paid,01/01/2024,10/13/2023,,"$2,803.58",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,803.58",$0.00,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
SLS1015,BREAKTHR0001,Breakthrough Telemarketing,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/12/2023,,"$1,358.76","$1,358.76",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,269.87",$88.89,Marie Perry,15 Arbutus St,,Montreal,PQ,H3R 3T2,Canada,Nancy Dutchak,3456 Arbutus St.,,Montreal,PQ,H3R 3T2,Canada
SLS17001,NORTHERN0001,Northern State College,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/12/2023,,"$3,068.75","$1,838.25",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,867.99",$200.76,Steven Chang,234 Lee Ridge Road,,Chicago,IL,60604-2670,USA,Steven Chang,234 Lee Ridge Road,,Chicago,IL,60604-2670,USA
SLS3007,CONTOSOL0001,"Contoso, Ltd.",INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/12/2023,,"$6,231.20","$3,027.83",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$5,823.55",$407.65,Connie White,2401 Mineral Point Road,Dept A,Omaha,NE,68145-2401,USA,Purchasing,456 Mineral Point Road,,Omaha,NE,68145-2401,USA
SLS4015,NOVASCOT0001,Novia Scotia Tech. Institute,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/12/2023,,"$2,772.01",$881.70,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,590.66",$181.35,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada
SLS1020,ADVANCED0002,Advanced Tech Satellite System,Default,Paid,01/01/2024,10/12/2023,,"$3,067.57",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,866.89",$200.68,Grant Lasko,8765 66 Ave.,,Toronto,ON,M8D 7R5,Canada,Colm Cante,97 48 Ave,,Toronto,ON,M8D 7R5,Canada
SLS1004,ASSOCIAT0001,Associated Insurance Company,Default,Paid,01/01/2024,10/12/2023,,$432.24,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$403.96,$28.28,Dmitry Rodin,Box 3849,,Lincoln,NE,68502-3849,USA,Dmitry Rodin,321 Garden Mall,,Lincoln,NE,68502-3849,USA
SVC8003,DIALDIRE0001,Dial Direct Paging Inc.,Default,Paid,01/01/2024,10/12/2023,,$209.19,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$209.19,$0.00,Ming Zhu,1234 SE Marine,,St. Louis,MO,63155-2343,USA,Ming Zhu,1234 SE Marine,,St. Louis,MO,63155-2343,USA
SVC4000,COMTELPA0001,Comtel-Page Inc.,Default,Paid,01/01/2024,10/12/2023,,"$2,865.91",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,865.91",$0.00,Joanna Storsved,23456 82 Ave.,,Ames,IA,50010-3976,USA,Joanna Storsved,23456 82 Ave.,,Ames,IA,50010-3976,USA
SVC3005,ADAMPARK0001,Adam Park Resort,Default,Paid,01/01/2024,10/12/2023,,$852.79,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$852.79,$0.00,Roberta Masouras,P.O. Box 1391,,Indianapolis,IN,46206-1391,USA,Roberta Masouras,Suite 9876,321 Chestnut Drive,Indianapolis,IN,46206-1391,USA
SVC15002,COHOWINE0001,Coho Wintery,Default,Paid,01/01/2024,10/11/2023,,"$2,299.15",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,299.15",$0.00,Brian Nypen,234 Hickman St.,,Springfield,IL,62703,USA,Brian Nypen,234 Hickman St.,,Springfield,IL,62703,USA
SVC7003,MIDLANDC0001,Midland Construction,Default,Paid,01/01/2024,10/10/2023,,$966.35,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$966.35,$0.00,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA
SLS2002,ATMORERE0001,Atmore Retirement Center,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/08/2023,,"$2,500.00","$1,500.00",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,500.00",$0.00,Jane Donato,567 W 7th St.,,Bloomington,IL,61701-9392,USA,Jane Donato,567 W 7th St.,,Bloomington,IL,61701-9392,USA
SLS2000,WORLDENT0001,World Enterprises,Default,Paid,01/01/2024,10/08/2023,,"$3,851.37",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$3,599.41",$251.96,Service Center,987 Office Plaza Drive,,Detroit,MI,48233-4832,USA,Service Center,987 Office Plaza Drive,,Detroit,MI,48233-4832,USA
SLS6012,COMPUTER0001,Computerized Phone Systems,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,10/05/2023,,"$1,867.25","$1,867.25",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,745.09",$122.16,Terrence Strauss,456 17 St S,,Madison,WI,53701-6652,USA,Darryl Elk,125 17 St. S,,Madison,WI,53701-6652,USA
